	beer_name	abv	brewery	type
13946	Hardcore Chimera	9.00	Finch Beer Co.	American Imperial IPA
13947	Dad Breath	5.00	Rushing Duck Brewing Company	German Helles
13948	Cetus	7.00	Connecticut Valley Brewing	American IPA
13949	Faust Auswandererbier 1849	8.00	Brauhaus Faust-Miltenberger	American Imperial IPA
13950	Hoponius On Holiday	6.50	Jack's Abby Brewing	American Lager
13951	Guava Happens	6.20	The Rare Barrel	American Wild Ale
13952	Dead Ringer	6.00	Ballast Point Brewing Company	German Märzen / Oktoberfest
13953	Barrel-Aged Hermannator	9.50	Vancouver Island Brewing	German Eisbock
13954	Take The Causeway IPA	8.20	Fairhope Brewing Company	American IPA
13955	Heavy Seas - Pale Ale	4.75	Heavy Seas Beer	English Pale Ale
13956	Cerise Cassée	9.00	Cambridge Brewing Company	American Wild Ale
13957	Galaxy Juice	6.60	Fieldwork Brewing Co.	New England IPA
13958	Hugs & Kisses	3.50	Brouwerij De Molen	American IPA
13959	Ghost River Golden Ale	4.00	Ghost River Brewing	German Kölsch
13960	I Wanna Be A Cowboy Too	5.50	Hoof Hearted Brewing	American IPA
13961	Lost P(b)each	5.50	Belford Brewing Company	Fruit and Field Beer
13962	Hellbrook	7.00	The Alchemist Brewery and Visitors Center	American Amber / Red Ale
13963	Saint Arnold Spring Bock	6.90	Saint Arnold Brewing Company	German Bock
13964	Cherry RazzBot	8.00	Pipeworks Brewing Company	American Wild Ale
13965	Christian Moerlein Over-The-Rhine Ale	6.00	Christian Moerlein Brewing Company	English Pale Ale
13966	Everybody Wants Some *Galaxy*	8.00	Hoof Hearted Brewing	American Imperial IPA
13967	Deth's Tar	14.80	Revolution Brewing	Russian Imperial Stout
13968	Double Peanut Butter Hornswoggler	7.00	The Veil Brewing Co.	English Sweet / Milk Stout
13969	Ales For ALS IPA	6.70	Founders Brewing Company	American IPA
13970	Hook Line & Lager	5.50	Serda Brewing Company	German Pilsner
13971	Skadoosh XII	7.00	The Alchemist Brewery and Visitors Center	American IPA
13972	Helles Lager	5.10	Fremont Brewing Company	German Helles
13973	Elevators	7.50	Blackstack Brewing	American IPA
13974	Rye IPA	8.50	Zipline Brewing Co	Rye Beer
13975	The Key to the Bathroom	10.00	_____ (Blank) Brewing	American Imperial Stout
13976	Mosaic Must Be Destroyed!	?	Spring House Brewing Company	American Imperial IPA
13977	Juggernaut	8.10	Jughandle Brewing	American Imperial Porter
13978	Zmeis Baltic Porter	8.50	J. Wakefield Brewing	Baltic Porter
13979	German Chocolate Cake Milkshake Stout	5.20	Rochester Mills Beer Co.	English Sweet / Milk Stout
13980	Gose In Different Area Codes	5.50	Four Sons Brewing	Leipzig Gose
13981	Press Tart	4.40	Rhinegeist Brewery	Berliner Weisse
13982	Perennial / Jolly Pumpkin - La Cosecha	6.20	Perennial Artisan Ales	Belgian Saison
13983	Witbier	5.10	Community Beer Company	Belgian Witbier
13984	Shades of Specter	4.50	Crime & Punishment Brewing Company	Berliner Weisse
13985	Plum Super Soak	7.10	Trillium Brewing Company	American Wild Ale
13986	Mad Fat 2nd Anniversary	10.00	Interboro Spirits and Ales	American Imperial IPA
13987	Half Pipe	5.00	Tallgrass Brewing Company	American Wild Ale
13988	Red Stripe Jamaican Lager	4.70	Desnoes & Geddes Limited	American Adjunct Lager
13989	Pennsylvania Tuxedo	8.50	Dogfish Head Craft Brewery	American Pale Ale (APA)
13990	Devil's Backbone	4.90	Kinnegar Brewing	American Amber / Red Ale
13991	Weizenheimer	5.00	Cerberus Brewing Company	German Hefeweizen
13992	Cruise Control	5.00	Crooked Run Brewing	German Pilsner
13993	Ms. Mary Brown	6.00	Central 28 Beer Co.	American Brown Ale
13994	Southern Hops’pitality	5.50	Lazy Magnolia Brewing Company	American IPA
13995	Catalyst	9.50	Bearded Iris Brewing	American Imperial IPA
13996	Day Of The Dead Beer (Cerveza De Los Muertos) Death Rides A Pale Horse	5.60	Cerveceria Mexicana S.A. De C.V.	American Blonde Ale
13997	Brown	5.80	Good People Brewing Company	American Brown Ale
13998	Foeder #2: Electric Boogaloo With Black Currants	6.00	Transient Artisan Ales	American Wild Ale
13999	Cloud Art	8.20	Brewmaster Jack	American Imperial IPA
14000	Superba	5.40	Warped Wing Brewing Company	German Pilsner
14001	Craft All Day	5.00	Beer Tree Brew Co.	American IPA
14002	Cuvée de Mortagne	14.00	Picobrouwerij Alvinne	Belgian Quadrupel (Quad)
14003	Cleveland Illuminator Doppelbock	8.00	Market Garden Brewery	German Doppelbock
14004	Bird In Barley	6.30	Oconee Brewing Company	Belgian Saison
14005	714 Blonde	4.80	Bottle Logic Brewing	American Blonde Ale
14006	Milkshake Blonde	5.00	Rochester Mills Beer Co.	American Blonde Ale
14007	Schutzhund Lager	4.80	Wasserhund Brewing Company	American Lager
14008	Estrella Jalisco	4.50	Grupo Modelo S.A. de C.V.	American Adjunct Lager
14009	Frond	8.00	Stillwater Artisanal Ales	American Imperial IPA
14010	Atomnaya Prachechnaya	7.00	Jaws Brewery	American IPA
14011	Morimoto Imperial Pilsner	8.80	Rogue Ales	American Imperial Pilsner
14012	Flannel Trousers	7.50	Riverwalk Brewing	English Strong Ale
14013	Dark Seas Russian Imperial Stout	9.80	Mission Brewery	Russian Imperial Stout
14014	Still Frothy	8.90	SLO Brewing Co.	American Imperial IPA
14015	Smooth Operator	5.00	Cary Ale House & Brewing Company	Irish Red Ale
14016	Divided By Zero 4/3/17 Southern Hemisphere	6.80	Rushing Duck Brewing Company	American IPA
14017	Deep Ellum White IPA	7.80	Deep Ellum Brewing Company	American IPA
14018	All Saints Belgian Golden Ale	?	Brouwerij Riva S.A.	Belgian Witbier
14019	The Walking Dead - Blood Orange IPA	7.70	Terrapin Beer Company	American IPA
14020	Moveable Type	7.90	Foundation Brewing Company	Belgian Saison
14021	Yogi Borealis	6.10	Greenbush Brewing Company	American IPA
14022	Drewcifer	10.10	TailGate Beer	Russian Imperial Stout
14023	Geography Bee - Massachusetts Blend	7.10	Springdale Barrel Room	Belgian Saison
14024	Casual Gods	6.00	Cambridge Brewing Company	American Wild Ale
14025	Horny Goat Oktoberfest	6.00	Horny Goat Brewing Co.	German Märzen / Oktoberfest
14026	Oregonized Love IPA	6.50	Riverbend Brewing Company	American IPA
14027	Sweet Night	5.40	Barnstable Brewing	English Sweet / Milk Stout
14028	Komes Russian Imperial Stout	12.00	Browar Fortuna	Russian Imperial Stout
14029	Apassionada	4.00	Edge Brewing	American Wild Ale
14030	One Louder	8.30	Barley Forge Brewing Co.	American Imperial IPA
14031	House Brown Ale	5.70	The Schlafly Tap Room	American Brown Ale
14032	White Russian - Rum Barrel-Aged	8.90	Aardwolf Brewing Company	English Sweet / Milk Stout
14033	WFO IPA	7.60	Barley Brown's Brewpub	American Imperial IPA
14034	Effective Dreams	7.20	Modern Times Beer	American IPA
14035	For Pete's Sake!	9.00	DuClaw Brewing Company	American Imperial Porter
14036	Fest Bier	5.90	Counter Weight Brewing Company	German Märzen / Oktoberfest
14037	Der Weisse Bock	8.50	Mahr's Bräu	German Weizenbock
14038	Partake Pale Ale	0.30	Partake Brewing	Low Alcohol Beer
14039	Waldhaus Hopfensturm Edition 2015	4.90	Privatbrauerei Waldhaus	English Pale Ale
14040	Party Pack	7.30	Green Cheek Beer Company	New England IPA
14041	Luponic Plague 2.0	7.00	Amundsen Bryggeri & Spiseri	New England IPA
14042	Vandalism Spree	4.40	Resident Culture Brewing Company	Leipzig Gose
14043	Devil's IPA	?	Devil's Door Brewery	American IPA
14044	Strawberry Rhubarb	4.00	New Glarus Brewing Company	Fruit and Field Beer
14045	New Zebdee Supernaturale	7.00	Dark Horse Brewing Company	American Porter
14046	Primátor Maibock	7.50	Pivovar Náchod a.s.	German Maibock
14047	Goldstar SlowBrew	10.00	Tempo Beer Industries LTD	American Malt Liquor
14048	Alemerica The Beautiful	5.50	Hop Butcher For The World	American Pale Ale (APA)
14049	Imperial Blud	10.50	18th Street Brewery - Gary Taproom	Russian Imperial Stout
14050	Grain Belt Premium	4.60	August Schell Brewing Company	American Adjunct Lager
14051	Civil Disobedience Cherry Crabapple	?	Hill Farmstead Brewery	Belgian Saison
14052	Andechser Spezial Hell	5.80	Klosterbrauerei Andechs	German Helles
14053	Blackberry Lemon Rose	4.70	Penrose Brewing	American Wild Ale
14054	Atta Boy Altbier	5.90	Wasserhund Brewing Company	German Altbier
14055	The Bomb-Dry Stout	3.60	Moon River Brewing Company	Irish Dry Stout
14056	Artie's Strong Arm Ale	10.00	Entitled Brewing Company	Belgian Tripel
14057	Yawp!	5.50	Springdale Barrel Room	American Pale Ale (APA)
14058	Kujo Cold Brew Coffee Porter	6.00	Flying Dog Brewery	American Porter
14059	Kneel & Repent	5.50	Holy Mountain Brewing Company	American Wild Ale
14060	Red Death - Skeletonwitch	8.50	3 Floyds Brewing Co.	Berliner Weisse
14061	30 Years	7.00	Moonlight Brewing Company	Belgian Saison
14062	Samoan Kisses Coconut Chocolate Milk Stout	4.50	Angry Inch Brewing	American Stout
14063	Thumbprint Barley Wine	12.00	New Glarus Brewing Company	American Barleywine
14064	Dronkenput Tripel	8.50	Kustbrouwerij	Belgian Tripel
14065	Squishy Gummy	7.10	Noon Whistle Brewing	New England IPA
14066	90 Feet From Heaven	6.30	Ten Ninety Brewing Company	American IPA
14067	Hostile Harry - Black & Blue	11.50	Spiteful Brewing	Russian Imperial Stout
14068	Stone / Ecliptic / Wicked Weed - Points Unknown IPA	9.50	Stone Brewing	American Imperial IPA
14069	Derivation Blend #3 (Willet Rye Barrels)	14.00	Side Project Brewing	American Imperial Stout
14070	Punkless Dunkel	8.80	Neshaminy Creek Brewing Company	Pumpkin Beer
14071	Pumpkin Stiltskin	8.90	Big Top Brewing Company	Pumpkin Beer
14072	Warbler Peach IPA	6.00	Turgua Brewing Company	American IPA
14073	Belgian-Style Pale Ale	5.50	Summit Brewing Company	Belgian Pale Ale
14074	Caution Slippy	8.20	East End Brewing Company	American Imperial IPA
14075	Ramonskiy Tuman	6.00	"OOO ""Kvarta"" (Brewlok)"	American Stout
14076	The First Snow Ale	6.00	RJ Rockers Brewing Company	Winter Warmer
14077	All The Action (Quadruple Dry Hopped)	8.00	The Answer Brewpub	American Imperial IPA
14078	Meerts - Peach	4.00	Funk Factory Geuzeria	American Wild Ale
14079	Gringo	9.00	Basic City Beer Company	American Imperial Stout
14080	Hazelnut Creme Stout	6.50	Whalers Brewing Company	American Stout
14081	Pretty Willie's Imperial Stout	13.00	Against The Grain Brewery & Smokehouse	Russian Imperial Stout
14082	Black Magick	15.00	Voodoo Brewery	American Imperial Stout
14083	Winter Camo	8.50	Civil Society Brewing	American Imperial IPA
14084	Kalevala	7.00	Commonwealth Brewing Company	New England IPA
14085	Mantra / Bhramari - Figmatic	10.20	Mantra Artisan Ales	Belgian Strong Dark Ale
14086	Duke Of Wellington India Pale Ale	5.20	Granite City Food & Brewery	English India Pale Ale (IPA)
14087	Harvest Dance	9.50	Boulevard Brewing Co.	American Wheatwine Ale
14088	More Cowbell	9.10	Buffalo Bayou Brewing Co	American Imperial IPA
14089	Longsword	9.00	Mortalis Brewing Co.	American Imperial IPA
14090	Nightmare On Brett - Cherry	9.66	Crooked Stave Artisan Beer Project	American Brett
14091	Harvest Amber Ale	6.00	Spring Gate Brewery	American Amber / Red Ale
14092	The Honeyed One	7.10	High Hops Brewery	American Amber / Red Ale
14093	Big Trouble in Little Citra	7.00	Fieldwork Brewing Co.	New England IPA
14094	Side Hustle	?	8th Wonder Brewery	Leipzig Gose
14095	Up the Anti Matter	7.10	Elm Street Brewing Company	American Stout
14096	Honey Badger	8.50	Bare Hands Brewery	American IPA
14097	Brewers Reserve Barley Wine (Aged In Bourbon Barrels)	13.00	Lervig Aktiebryggeri	British Barleywine
14098	Grimbergen Rouge	6.00	Brouwerij Alken-Maes	Fruit and Field Beer
14099	Citrus Citra	8.70	Decadent Ales	American Imperial IPA
14100	Hop Hooligans / Wicked Barrel - New Lands	7.50	Hop Hooligans	American IPA
14101	Present Perfect	4.00	Grimm Artisanal Ales	Berliner Weisse
14102	Coquetier	7.50	Jester King Brewery	Belgian Saison
14103	Hold On To Sunshine - Tiramisu	7.60	Tree House Brewing Company	English Sweet / Milk Stout
14104	Born & Raised IPA	7.00	No-Li Brewhouse	American IPA
14105	Brainless Passion	8.60	Epic Brewing Company	Belgian Strong Pale Ale
14106	Dairyfreak Hazelnut Edition	5.20	Magic Rock Brewing	American Imperial Porter
14107	Festbier	5.50	pFriem Family Brewers	German Märzen / Oktoberfest
14108	Frosted Flakes	8.00	Magnify Brewing Company	American Imperial IPA
14109	Hazy IPA	7.90	pFriem Family Brewers	New England IPA
14110	I Fought the Claw	7.00	Crooked Crab Brewing Company	American IPA
14111	Double Trouble	9.40	Founders Brewing Company	American Imperial IPA
14112	Rampant Imperial IPA	8.50	New Belgium Brewing	American Imperial IPA
14113	Vanilla Mocha Sunset	7.20	Buffalo Bayou Brewing Co	American Black Ale
14114	Pineapple Express	3.70	Nita Beer Company	Berliner Weisse
14115	Teter Rock Kölsch	4.70	Walnut River Brewing Company	German Kölsch
14116	Ubahdank	7.20	New Glory Craft Brewery	American IPA
14117	American Sour Red	6.50	The Collective Brewing Project	Flanders Red Ale
14118	Voodoo Woman	15.00	J. Wakefield Brewing	American Imperial Stout
14119	Farmer's Reserve Pluot	7.00	Almanac Beer Co.	American Wild Ale
14120	Ménage à III	10.20	Sand City Brewing Co.	American Imperial IPA
14121	Alternate Dimension	5.60	Trader Joe's Brewing Company	German Altbier
14122	Unstouttd	10.00	Evil Twin Brewing	American Imperial Stout
14123	Preamble	6.40	Dageraad Brewing	Belgian Saison
14124	Public Domain #3	6.80	Georgetown Brewing Company	American IPA
14125	Rogue Farms Pumpkin Patch Ale	5.60	Rogue Ales	Pumpkin Beer
14126	Molotov Cocktail	12.00	Evil Twin Brewing	American Imperial IPA
14127	Coffee Stout	6.20	Sierra Nevada Brewing Co.	American Stout
14128	Rinse / Repeat - Galaxy	7.00	Westbrook Brewing Co.	American IPA
14129	Yuengling Bock	5.10	Yuengling Brewery	German Bock
14130	Hop Lei IPA	6.50	Aloha Beer Company	American IPA
14131	Hop Stains	8.00	Trailway Brewing Co.	American Imperial IPA
14132	138 Gewürztraminer	4.40	Brasserie Harricana	Belgian Saison
14133	Hop Swap	6.70	Sebago Brewing Company	American IPA
14134	Snake Eyes Imperial Stout	11.00	West Sixth Brewing Company	American Imperial Stout
14135	Andechser Hell	4.80	Klosterbrauerei Andechs	German Helles
14136	$ticker $hock - Barrel-Aged	13.00	Pulpit Rock Brewing Company	American Imperial Stout
14137	Cantillon Kriek 100% Lambic	5.00	Brasserie Cantillon	Belgian Fruit Lambic
14138	Tart Berry	4.30	Green Man Brewery	Berliner Weisse
14139	Signwriter	6.70	Alefarm Brewing	American IPA
14140	The Depths v.1.0	8.00	Foolproof Brewing Company	American Imperial IPA
14141	Caramel Coconut Cream Ale	6.00	Morgan Ridge Railwalk Brewery And Eatery	American Cream Ale
14142	Again & Again	6.90	Urban Family Brewing Co.	Belgian Saison
14143	Nightfall Lager	5.90	Pecatonica Beer Company	European Dark Lager
14144	KBS (Kentucky Breakfast Stout)	12.30	Founders Brewing Company	American Imperial Stout
14145	Centennial Was Dead	8.00	Fieldwork Brewing Co.	American Imperial IPA
14146	Ringside Beer	4.80	Ringside Brewing Co.	American Lager
14147	Palmetto Espresso Porter	5.80	Palmetto Brewing Company	American Porter
14148	Tribute Tripel	9.30	Neshaminy Creek Brewing Company	Belgian Tripel
14149	Drie Fonteinen Oude Kriek	6.00	Brouwerij 3 Fonteinen	Belgian Fruit Lambic
14150	50 Acre Cream Ale	4.70	1766 Brewing Co / The Last Chair	American Cream Ale
14151	Resilience Hop Weave	6.00	Schilling Beer Co.	American IPA
14152	#amberAle	4.70	Mad Beach Craft Brewing Company	American Amber / Red Ale
14153	Clock And Compass	8.50	Sante Adairius Rustic Ales	American Imperial IPA
14154	Bière De Mars	7.00	Jolly Pumpkin Artisan Ales	French Bière de Garde
14155	Passport To Russia	13.00	Mark Twain Brewing Co. / Moses Bates Public House	Russian Imperial Stout
14156	XPA	5.00	Balter Brewing Co.	American Pale Ale (APA)
14157	Mother Plucker (Fresh Hop IPA)	5.90	Amnesia Brewing	American IPA
14158	Scraggy Bay	5.30	Kinnegar Brewing	American IPA
14159	Digital Vs Analog	9.30	Foam Brewers	New England IPA
14160	IPA Mistral	6.00	Microbrasserie Riverbend	American IPA
14161	Beerbliotek / O/O Sabotage	6.60	Beerbliotek	American Black Ale
14162	Shpadoinkle	5.50	Blue Stallion Brewing Co.	American Pale Ale (APA)
14163	Maple Tripple Ale 3-Year Cellar Blend	10.50	Lawson's Finest Liquids	American Strong Ale
14164	Contemplation Ale	6.50	Brewery Vivant	French Bière de Garde
14165	Like, Totally Alone	6.60	Branch and Blade Brewing	New England IPA
14166	Timmermans Oude Gueuze	6.70	Brouwerij Timmermans-John Martin N.V.	Belgian Gueuze
14167	Midnight Pig: Apocalyptinator	8.40	Nevin's Brewing Company	German Doppelbock
14168	Small Citra Everything	6.50	Other Half Brewing Co.	American IPA
14169	Summer Pils	5.00	Breckenridge Brewery	German Pilsner
14170	Pata Negra	5.30	Sterling Pig Brewery	German Schwarzbier
14171	It's Britney Bitch	5.80	Evil Genius Beer Company	German Kölsch
14172	Paradise Park	4.50	Urban South Brewery	American Lager
14173	La Sirène Saison	6.50	La Sirène Brewing	Belgian Saison
14174	Ale Kinda Guy	6.00	The Veil Brewing Co.	American IPA
14175	Entheogen	8.00	Hudson Valley Brewery	New England IPA
14176	Saint Arnold Elissa IPA	7.10	Saint Arnold Brewing Company	American IPA
14177	3rd And Lager	5.90	Founders Brewing Company	American Lager
14178	Morph 2/6/18 Batch #58	5.40	Night Shift Brewing	American IPA
14179	Lagunitas IPA	6.20	Lagunitas Brewing Company	American IPA
14180	Orchard Street	6.80	Fieldwork Brewing Co.	American IPA
14181	The Steel	8.30	Lost Tavern Brewing	American Imperial IPA
14182	La Trappe Quadrupel (Koningshoeven / Dominus)	10.00	Bierbrouwerij De Koningshoeven B.V.	Belgian Quadrupel (Quad)
14183	Migrating Coconuts	5.70	Fargo Brewing Company	English Sweet / Milk Stout
14184	Ol' Oi!	6.30	Jester King Brewery	American Wild Ale
14185	Rebellious Red	5.50	Granite City Food & Brewery	Irish Red Ale
14186	IPA Cumaru	5.70	Cervejaria Amazônia Ltda.	American IPA
14187	The Ballad of Minnie Quay 2018	11.00	Clown Shoes	English Old Ale
14188	Fat Head's / Barley Brown's - Special Hoperations	6.50	Fat Head's Brewery & Saloon	American IPA
14189	Bear Tooth Ale	6.20	Broken Tooth Brewing	American Brown Ale
14190	Sam Adams Light	4.00	Boston Beer Company (Samuel Adams)	American Light Lager
14191	Batch #015	7.50	Nowhere In Particular Brewing	New England IPA
14192	He'brew Genesis 20:20	16.70	Shmaltz Brewing Company	American Barleywine
14193	Long-Lost	6.80	Cellar West Artisan Ales	Belgian Saison
14194	365 Double Dry Hopped Rye Pale Ale (2018)	6.20	Funk Brewing Company	American Pale Ale (APA)
14195	Kafija Alus Baltic Coffee Porter	8.10	Backyard Brewery & Kitchen	Baltic Porter
14196	Velas Helles	5.20	Smoky Mountain Brewery & Restaurant	German Helles
14197	The Best Part Of Waking Up	5.60	Alvarado Street Brewery	English Sweet / Milk Stout
14198	Gravity Always Wins	11.00	Ocelot Brewing Company	Scotch Ale / Wee Heavy
14199	Break On Through	8.00	North High Brewing Company	American Imperial IPA
14200	Blue Moon Belgian Table Pils	4.20	Coors Brewing Company (Molson-Coors)	American Lager
14201	Chocolate Covered Strawberry	11.00	Great Notion Brewing	American Imperial Stout
14202	Freaky Peach	9.90	Tröegs Brewing Company	American Wild Ale
14203	Daniel Boone	8.50	Olde Hickory Brewery	American Brown Ale
14204	Back Talk	5.10	Bearded Iris Brewing	American Pale Ale (APA)
14205	Mexican Standoff	8.50	Due South Brewing Co.	American Imperial Porter
14206	Hoopla Pale Ale	5.70	Boulder Beer / Wilderness Pub	American Pale Ale (APA)
14207	Wrenovation	7.50	Wren House Brewing Co	American IPA
14208	Unplugged Iced Barleywine	13.50	New Glarus Brewing Company	British Barleywine
